<<<<<<< HEAD
38,1,2,0.5,Spurs
38,0,1,0,Suns
38,1,4,0.25,Timberwolves
38,2,1,2,Wizards
39,2,3,0.666666667,76ers
39,2,2,1,Bucks
39,2,3,0.666666667,Bulls
39,0,3,0,Celtics
39,1,2,0.5,Clippers
39,2,1,2,Grizzlies
39,0,4,0,Hawks
39,0,4,0,Heat
39,1,2,0.5,Hornets
39,2,1,2,Jazz
39,0,2,0,Kings
39,2,4,0.5,Knicks
39,2,3,0.666666667,Lakers
39,0,3,0,Magic
39,0,3,0,Nets
39,0,2,0,Nuggets
39,0,1,0,Pacers
39,1,1,1,Pelicans
39,0,5,0,Pistons
39,0,2,0,Raptors
39,1,4,0.25,Rockets
39,1,4,0.25,Spurs
39,0,2,0,Thunder
39,1,3,0.333333333,Trail Blazers
39,1,2,0.5,Warriors
39,2,2,1,Wizards
40,1,2,0.5,76ers
40,2,4,0.5,Bucks
40,0,1,0,Bulls
40,1,4,0.25,Cavaliers
40,1,1,1,Celtics
40,0,1,0,Clippers
40,0,2,0,Hawks
40,1,1,1,Heat
40,1,1,1,Hornets
40,0,4,0,Jazz
40,0,3,0,Kings
40,1,5,0.2,Lakers
40,1,3,0.333333333,Nets
40,0,4,0,Nuggets
40,0,1,0,Pacers
40,1,4,0.25,Pelicans
40,1,3,0.333333333,Pistons
40,0,1,0,Raptors
40,0,2,0,Rockets
40,0,2,0,Spurs
40,0,1,0,Suns
40,0,2,0,Thunder
40,0,2,0,Timberwolves
40,1,3,0.333333333,Trail Blazers
40,3,4,0.75,Warriors
40,2,3,0.666666667,Wizards
41,0,1,0,Bulls
41,0,3,0,Celtics
41,1,3,0.333333333,Clippers
41,1,2,0.5,Grizzlies
41,2,2,1,Hawks
41,0,1,0,Heat
41,1,1,1,Hornets
41,0,1,0,Jazz
41,0,2,0,Kings
41,1,3,0.333333333,Knicks
41,0,1,0,Lakers
41,0,1,0,Magic
41,0,4,0,Mavericks
41,1,4,0.25,Nets
41,0,2,0,Nuggets
41,0,2,0,Pacers
41,2,1,2,Pelicans
41,0,1,0,Pistons
41,1,3,0.333333333,Raptors
41,2,3,0.666666667,Rockets
41,1,6,0.166666667,Spurs
41,0,4,0,Suns
41,2,4,0.5,Thunder
41,2,4,0.5,Timberwolves
41,0,1,0,Trail Blazers
41,1,2,0.5,Warriors
41,0,2,0,Wizards
42,2,2,1,76ers
42,0,2,0,Bucks
42,0,1,0,Bulls
42,1,2,0.5,Cavaliers
42,1,3,0.333333333,Celtics
42,1,2,0.5,Clippers
42,0,2,0,Grizzlies
42,2,2,1,Hawks
42,1,3,0.333333333,Heat
42,1,3,0.333333333,Hornets
42,1,1,1,Jazz
42,0,2,0,Kings
42,1,2,0.5,Knicks
42,2,3,0.666666667,Lakers
42,3,5,0.6,Magic
42,2,2,1,Mavericks
42,1,4,0.25,Nets
42,1,3,0.333333333,Nuggets
42,0,2,0,Pacers
42,2,3,0.666666667,Pelicans
42,1,1,1,Pistons
42,1,2,0.5,Raptors
42,0,1,0,Rockets
42,0,3,0,Spurs
42,0,1,0,Thunder
42,0,1,0,Timberwolves
42,0,2,0,Trail Blazers
42,1,3,0.333333333,Warriors
42,1,1,1,Wizards
43,0,1,0,Bucks
43,0,1,0,Bulls
43,0,1,0,Cavaliers
43,0,1,0,Hornets
43,1,1,1,Timberwolves
43,0,1,0,Trail Blazers
44,1,2,0.5,76ers
44,0,2,0,Bucks
44,1,2,0.5,Bulls
44,0,1,0,Cavaliers
44,0,1,0,Celtics
44,0,3,0,Clippers
44,0,2,0,Grizzlies
44,0,1,0,Hawks
44,0,1,0,Heat
44,1,2,0.5,Hornets
44,0,1,0,Jazz
44,0,4,0,Kings
44,0,1,0,Knicks
44,0,3,0,Lakers
44,0,1,0,Magic
44,0,1,0,Mavericks
44,1,2,0.5,Nets
44,0,1,0,Nuggets
44,1,3,0.333333333,Pacers
44,0,2,0,Pelicans
44,0,2,0,Raptors
44,5,2,2.5,Rockets
44,0,3,0,Spurs
44,1,5,0.2,Suns
44,0,1,0,Thunder
44,0,2,0,Timberwolves
44,1,2,0.5,Trail Blazers
44,0,1,0,Warriors
45,0,1,0,76ers
45,3,3,1,Bulls
45,0,2,0,Cavaliers
45,4,3,1.333333333,Celtics
45,1,2,0.5,Clippers
45,0,2,0,Grizzlies
45,0,3,0,Hawks
45,0,2,0,Heat
45,1,2,0.5,Hornets
45,0,2,0,Jazz
45,1,1,1,Kings
45,1,1,1,Knicks
45,0,2,0,Magic
45,3,3,1,Mavericks
45,0,2,0,Nets
45,0,2,0,Nuggets
45,0,2,0,Pacers
45,1,3,0.333333333,Pelicans
45,1,3,0.333333333,Pistons
45,0,2,0,Raptors
45,3,3,1,Rockets
45,0,2,0,Spurs
45,1,3,0.333333333,Suns
45,1,2,0.5,Thunder
45,0,1,0,Timberwolves
45,0,2,0,Trail Blazers
45,4,2,2,Warriors
45,2,4,0.5,Wizards
46,0,2,0,76ers
46,0,5,0,Bucks
46,1,3,0.333333333,Bulls
46,0,2,0,Celtics
46,1,2,0.5,Clippers
46,0,2,0,Hawks
46,0,1,0,Heat
46,1,2,0.5,Hornets
46,2,2,1,Jazz
46,0,2,0,Kings
46,1,3,0.333333333,Knicks
46,1,2,0.5,Lakers
46,0,2,0,Magic
46,1,5,0.2,Nets
46,0,2,0,Nuggets
46,1,3,0.333333333,Pacers
46,1,1,1,Pelicans
46,1,4,0.25,Pistons
46,0,4,0,Raptors
46,1,3,0.333333333,Rockets
46,0,2,0,Spurs
46,1,1,1,Suns
46,0,2,0,Thunder
46,0,2,0,Timberwolves
46,2,3,0.666666667,Trail Blazers
46,2,3,0.666666667,Warriors
46,0,3,0,Wizards
47,1,3,0.333333333,76ers
47,0,2,0,Bucks
47,1,2,0.5,Bulls
47,1,2,0.5,Cavaliers
47,2,2,1,Clippers
47,0,1,0,Grizzlies
47,2,1,2,Hawks
47,1,3,0.333333333,Hornets
47,0,2,0,Jazz
47,0,1,0,Kings
47,0,1,0,Knicks
47,0,4,0,Lakers
47,0,1,0,Magic
47,2,3,0.666666667,Mavericks
47,0,2,0,Nets
47,0,1,0,Nuggets
47,0,3,0,Pacers
47,0,2,0,Pelicans
47,0,4,0,Raptors
47,7,3,2.333333333,Rockets
47,1,1,1,Spurs
47,7,4,1.75,Suns
47,0,2,0,Thunder
47,0,3,0,Timberwolves
47,1,2,0.5,Trail Blazers
47,1,3,0.333333333,Warriors
47,2,2,1,Wizards
48,0,1,0,76ers
48,1,2,0.5,Bucks
48,0,2,0,Bulls
48,0,5,0,Cavaliers
48,0,2,0,Celtics
48,0,3,0,Clippers
48,0,1,0,Hawks
48,1,1,1,Heat
48,0,1,0,Hornets
48,1,4,0.25,Jazz
48,0,1,0,Kings
48,0,1,0,Knicks
48,1,3,0.333333333,Lakers
48,0,2,0,Magic
48,1,3,0.333333333,Mavericks
48,1,2,0.5,Nets
48,0,3,0,Nuggets
48,0,2,0,Pacers
48,1,2,0.5,Pelicans
48,0,2,0,Pistons
48,5,4,1.25,Rockets
48,0,4,0,Spurs
48,2,2,1,Suns
48,0,1,0,Thunder
48,0,2,0,Timberwolves
48,2,2,1,Trail Blazers
48,1,5,0.2,Warriors
48,3,3,1,Wizards
49,0,2,0,76ers
49,0,3,0,Bucks
49,0,3,0,Bulls
49,0,2,0,Cavaliers
49,1,1,1,Celtics
49,0,4,0,Clippers
49,0,1,0,Grizzlies
49,0,3,0,Hawks
49,0,1,0,Heat
49,0,1,0,Hornets
49,1,2,0.5,Jazz
49,0,2,0,Kings
49,0,3,0,Knicks
49,0,2,0,Lakers
49,1,3,0.333333333,Magic
49,0,2,0,Mavericks
49,1,1,1,Nets
49,0,3,0,Nuggets
49,0,3,0,Pacers
49,1,3,0.333333333,Pelicans
49,1,4,0.25,Pistons
49,0,3,0,Raptors
49,0,3,0,Rockets
49,0,1,0,Spurs
49,0,1,0,Suns
49,0,2,0,Thunder
49,0,3,0,Timberwolves
49,0,2,0,Trail Blazers
50,0,1,0,76ers
50,1,3,0.333333333,Bucks
50,3,2,1.5,Bulls
50,0,2,0,Cavaliers
50,1,1,1,Celtics
50,0,1,0,Grizzlies
50,0,1,0,Heat
50,1,4,0.25,Hornets
50,0,1,0,Jazz
50,0,3,0,Kings
50,0,2,0,Knicks
50,0,2,0,Lakers
50,1,3,0.333333333,Magic
50,2,3,0.666666667,Mavericks
50,1,4,0.25,Nets
50,0,3,0,Nuggets
50,1,2,0.5,Pacers
50,0,1,0,Pelicans
50,0,1,0,Pistons
50,1,2,0.5,Raptors
50,0,2,0,Rockets
50,0,1,0,Spurs
50,1,1,1,Suns
50,3,3,1,Thunder
50,1,3,0.333333333,Timberwolves
50,0,1,0,Trail Blazers
50,0,3,0,Warriors
50,2,2,1,Wizards
51,0,2,0,76ers
51,0,1,0,Bulls
51,1,1,1,Cavaliers
51,0,3,0,Celtics
51,3,4,0.75,Clippers
51,2,3,0.666666667,Grizzlies
51,0,3,0,Hawks
51,0,2,0,Heat
51,1,2,0.5,Hornets
51,3,2,1.5,Jazz
51,0,2,0,Kings
51,0,2,0,Knicks
51,0,2,0,Lakers
51,1,2,0.5,Magic
51,2,2,1,Mavericks
51,0,1,0,Nuggets
51,0,1,0,Pacers
51,0,2,0,Pelicans
51,1,2,0.5,Pistons
51,0,1,0,Raptors
51,0,1,0,Rockets
51,0,5,0,Spurs
51,1,3,0.333333333,Suns
51,0,1,0,Timberwolves
51,1,2,0.5,Trail Blazers
51,2,3,0.666666667,Warriors
51,0,3,0,Wizards
52,0,3,0,76ers
52,1,2,0.5,Bucks
52,0,2,0,Bulls
52,0,3,0,Cavaliers
52,1,1,1,Celtics
52,0,3,0,Grizzlies
52,2,1,2,Hawks
52,1,1,1,Heat
52,1,2,0.5,Jazz
52,1,3,0.333333333,Kings
52,1,3,0.333333333,Knicks
52,0,3,0,Lakers
52,1,2,0.5,Magic
52,4,5,0.8,Mavericks
52,1,3,0.333333333,Nuggets
52,0,2,0,Pacers
52,2,3,0.666666667,Pelicans
52,0,2,0,Pistons
52,2,2,1,Raptors
52,0,3,0,Rockets
52,0,2,0,Spurs
52,2,3,0.666666667,Suns
52,0,2,0,Thunder
52,1,1,1,Timberwolves
52,1,1,1,Trail Blazers
52,0,3,0,Warriors
52,0,1,0,Wizards
53,0,1,0,Bulls
53,0,1,0,Clippers
53,1,1,1,Grizzlies
53,0,1,0,Jazz
53,1,1,1,Lakers
53,1,1,1,Magic
53,0,1,0,Nets
53,0,1,0,Pelicans
53,0,1,0,Raptors
53,2,1,2,Suns
53,0,1,0,Timberwolves
53,1,1,1,Trail Blazers
54,0,1,0,76ers
54,0,1,0,Bucks
54,0,2,0,Bulls
54,0,1,0,Cavaliers
54,1,2,0.5,Celtics
54,0,1,0,Clippers
54,1,2,0.5,Hawks
54,0,1,0,Heat
54,1,3,0.333333333,Jazz
54,1,3,0.333333333,Knicks
54,1,1,1,Lakers
54,0,3,0,Magic
54,0,3,0,Nets
54,1,2,0.5,Nuggets
54,0,1,0,Pacers
54,1,1,1,Pelicans
54,0,2,0,Pistons
54,1,2,0.5,Raptors
54,0,1,0,Suns
54,1,2,0.5,Thunder
54,1,1,1,Wizards
55,0,1,0,76ers
55,0,1,0,Bucks
55,0,2,0,Bulls
55,0,2,0,Cavaliers
55,0,2,0,Celtics
55,0,2,0,Clippers
55,2,3,0.666666667,Grizzlies
55,0,4,0,Hawks
55,0,2,0,Heat
55,2,2,1,Hornets
55,0,2,0,Jazz
55,0,5,0,Kings
55,2,1,2,Knicks
55,0,2,0,Lakers
55,2,2,1,Magic
55,0,1,0,Mavericks
55,0,2,0,Nets
55,0,2,0,Nuggets
55,2,2,1,Pacers
55,0,2,0,Pelicans
55,0,2,0,Raptors
55,0,1,0,Rockets
55,0,3,0,Spurs
55,1,2,0.5,Suns
55,1,1,1,Thunder
55,2,3,0.666666667,Timberwolves
55,0,4,0,Trail Blazers
55,4,3,1.333333333,Warriors
55,1,3,0.333333333,Wizards
56,1,1,1,76ers
56,0,3,0,Bucks
56,1,5,0.2,Bulls
56,2,2,1,Cavaliers
56,1,2,0.5,Celtics
56,0,1,0,Clippers
56,2,5,0.4,Grizzlies
56,0,1,0,Hawks
56,0,2,0,Heat
56,1,4,0.25,Jazz
56,1,3,0.333333333,Kings
56,1,3,0.333333333,Knicks
56,2,4,0.5,Lakers
56,0,2,0,Magic
56,1,1,1,Mavericks
56,1,1,1,Nets
56,0,2,0,Nuggets
56,1,3,0.333333333,Pacers
56,0,2,0,Pelicans
56,1,1,1,Pistons
56,1,2,0.5,Raptors
56,0,2,0,Rockets
56,2,3,0.666666667,Suns
56,2,3,0.666666667,Thunder
56,2,2,1,Timberwolves
56,0,3,0,Trail Blazers
56,2,4,0.5,Warriors
56,0,3,0,Wizards
58,0,1,0,76ers
58,0,1,0,Bucks
58,0,2,0,Bulls
58,1,3,0.333333333,Cavaliers
58,0,1,0,Celtics
58,3,3,1,Clippers
58,1,5,0.2,Hawks
58,0,2,0,Heat
58,1,2,0.5,Hornets
58,1,3,0.333333333,Jazz
58,0,1,0,Kings
58,1,2,0.5,Knicks
58,1,3,0.333333333,Lakers
58,2,2,1,Magic
58,4,5,0.8,Mavericks
58,0,2,0,Nets
58,0,3,0,Nuggets
58,0,2,0,Pacers
58,0,2,0,Pelicans
58,1,3,0.333333333,Pistons
58,0,1,0,Raptors
58,0,3,0,Rockets
58,1,4,0.25,Spurs
58,0,1,0,Suns
58,0,3,0,Thunder
58,0,2,0,Timberwolves
58,1,1,1,Trail Blazers
58,1,3,0.333333333,Warriors
58,2,2,1,Wizards
59,0,1,0,76ers
59,1,4,0.25,Bucks
59,1,1,1,Bulls
59,0,2,0,Cavaliers
59,0,1,0,Celtics
59,1,3,0.333333333,Clippers
59,0,2,0,Grizzlies
59,0,1,0,Hawks
59,0,1,0,Heat
59,1,2,0.5,Hornets
59,0,4,0,Jazz
59,0,3,0,Kings
59,2,2,1,Knicks
59,0,1,0,Lakers
59,0,2,0,Magic
59,1,1,1,Mavericks
59,0,3,0,Nuggets
59,0,2,0,Pacers
59,1,3,0.333333333,Pelicans
59,0,1,0,Pistons
59,2,2,1,Raptors
59,2,3,0.666666667,Rockets
59,0,2,0,Spurs
59,2,2,1,Suns
59,1,3,0.333333333,Thunder
59,1,3,0.333333333,Timberwolves
59,1,4,0.25,Trail Blazers
59,5,3,1.666666667,Warriors
59,2,2,1,Wizards
60,1,1,1,76ers
60,1,1,1,Bucks
60,0,3,0,Bulls
60,0,1,0,Cavaliers
60,0,2,0,Celtics
60,0,4,0,Clippers
60,1,4,0.25,Grizzlies
60,0,2,0,Hawks
60,0,2,0,Heat
60,0,3,0,Hornets
60,0,1,0,Jazz
60,0,2,0,Kings
60,1,3,0.333333333,Knicks
60,0,4,0,Lakers
60,1,3,0.333333333,Magic
60,3,2,1.5,Mavericks
60,0,3,0,Nets
60,0,2,0,Nuggets
60,0,5,0,Pistons
60,0,1,0,Raptors
60,0,3,0,Spurs
60,1,4,0.25,Suns
60,4,2,2,Thunder
60,0,1,0,Timberwolves
60,0,1,0,Trail Blazers
60,1,2,0.5,Wizards
61,0,2,0,76ers
61,3,3,1,Bucks
61,0,2,0,Bulls
61,1,2,0.5,Cavaliers
61,0,2,0,Celtics
61,1,2,0.5,Clippers
61,0,1,0,Grizzlies
61,0,3,0,Hawks
61,0,2,0,Heat
61,0,1,0,Hornets
61,1,1,1,Kings
61,0,2,0,Knicks
61,0,2,0,Lakers
61,2,2,1,Magic
61,0,3,0,Nets
61,0,1,0,Nuggets
61,0,1,0,Pacers
61,1,2,0.5,Pelicans
61,1,2,0.5,Pistons
61,1,3,0.333333333,Raptors
61,2,4,0.5,Rockets
61,0,1,0,Spurs
61,0,2,0,Suns
61,2,4,0.5,Thunder
61,0,1,0,Timberwolves
61,1,3,0.333333333,Trail Blazers
61,1,3,0.333333333,Warriors
61,4,3,1.333333333,Wizards
62,0,2,0,Bulls
62,0,1,0,Cavaliers
62,0,1,0,Celtics
62,0,1,0,Clippers
62,0,2,0,Grizzlies
62,0,3,0,Hawks
62,0,1,0,Heat
62,1,1,1,Hornets
62,0,2,0,Jazz
62,0,1,0,Kings
62,3,2,1.5,Knicks
62,0,1,0,Nets
62,1,2,0.5,Pacers
62,1,2,0.5,Pistons
62,2,3,0.666666667,Raptors
62,0,1,0,Spurs
62,1,1,1,Suns
62,1,1,1,Thunder
62,0,1,0,Timberwolves
62,0,2,0,Trail Blazers
62,3,3,1,Wizards
63,0,1,0,76ers
63,0,2,0,Bucks
63,0,2,0,Bulls
63,0,1,0,Celtics
63,2,3,0.666666667,Clippers
63,1,2,0.5,Hawks
63,0,1,0,Heat
63,0,1,0,Hornets
63,0,2,0,Jazz
63,0,4,0,Kings
63,0,1,0,Lakers
63,1,2,0.5,Magic
63,1,3,0.333333333,Mavericks
63,1,2,0.5,Nets
63,1,4,0.25,Nuggets
63,0,2,0,Pacers
63,0,4,0,Pelicans
63,0,4,0,Pistons
63,0,2,0,Raptors
63,0,3,0,Rockets
63,0,2,0,Spurs
63,1,2,0.5,Suns
63,1,2,0.5,Thunder
63,0,2,0,Timberwolves
63,0,2,0,Trail Blazers
63,0,3,0,Warriors
63,0,1,0,Wizards
64,0,1,0,76ers
64,0,3,0,Bucks
64,0,2,0,Bulls
64,0,2,0,Cavaliers
64,1,2,0.5,Celtics
64,1,3,0.333333333,Clippers
64,1,3,0.333333333,Grizzlies
64,0,1,0,Hawks
64,0,1,0,Heat
64,1,2,0.5,Hornets
64,0,2,0,Jazz
64,0,2,0,Kings
64,0,3,0,Knicks
64,0,1,0,Lakers
64,0,1,0,Magic
64,1,1,1,Mavericks
64,0,1,0,Nets
64,0,2,0,Nuggets
64,0,2,0,Pacers
64,1,3,0.333333333,Pelicans
64,1,3,0.333333333,Pistons
64,3,3,1,Rockets
64,0,3,0,Spurs
64,4,4,1,Suns
64,1,4,0.25,Thunder
64,0,1,0,Timberwolves
64,0,2,0,Trail Blazers
64,0,1,0,Warriors
64,0,1,0,Wizards
66,0,2,0,76ers
66,1,2,0.5,Bucks
66,0,1,0,Bulls
66,0,2,0,Cavaliers
66,1,3,0.333333333,Celtics
66,0,2,0,Clippers
66,0,1,0,Grizzlies
66,0,2,0,Hawks
66,1,3,0.333333333,Heat
66,1,3,0.333333333,Hornets
66,0,1,0,Jazz
66,0,1,0,Kings
66,0,1,0,Knicks
66,1,2,0.5,Lakers
66,3,3,1,Magic
66,1,3,0.333333333,Mavericks
66,1,2,0.5,Nets
66,0,3,0,Nuggets
66,0,2,0,Pacers
66,1,3,0.333333333,Pelicans
66,0,2,0,Pistons
66,1,2,0.5,Raptors
66,0,2,0,Rockets
66,2,2,1,Spurs
66,2,2,1,Suns
66,0,1,0,Thunder
66,0,2,0,Timberwolves
66,0,2,0,Trail Blazers
66,1,2,0.5,Warriors
66,1,3,0.333333333,Wizards
67,0,1,0,Bucks
67,0,1,0,Bulls
67,0,1,0,Celtics
67,0,3,0,Heat
67,0,1,0,Hornets
67,1,1,1,Mavericks
67,0,1,0,Nuggets
67,0,1,0,Pacers
67,0,1,0,Pelicans
67,0,1,0,Timberwolves
68,2,1,2,76ers
68,0,1,0,Bucks
68,0,2,0,Bulls
68,1,2,0.5,Cavaliers
68,0,3,0,Celtics
68,0,1,0,Clippers
68,2,4,0.5,Grizzlies
68,3,2,1.5,Hawks
68,0,2,0,Heat
68,0,2,0,Hornets
68,0,2,0,Jazz
68,0,3,0,Knicks
68,0,1,0,Lakers
68,4,3,1.333333333,Magic
68,1,2,0.5,Mavericks
68,0,2,0,Nets
68,0,2,0,Nuggets
68,0,1,0,Pacers
68,0,2,0,Raptors
68,1,2,0.5,Rockets
68,0,1,0,Spurs
68,2,3,0.666666667,Suns
68,1,2,0.5,Thunder
68,3,2,1.5,Timberwolves
68,1,2,0.5,Trail Blazers
68,3,1,3,Warriors
68,1,1,1,Wizards
70,0,1,0,76ers
70,0,1,0,Bucks
70,0,1,0,Bulls
70,0,1,0,Clippers
70,0,1,0,Hawks
70,1,1,1,Hornets
70,1,1,1,Kings
70,0,1,0,Magic
70,0,1,0,Mavericks
70,0,1,0,Nuggets
70,0,1,0,Pacers
70,0,1,0,Suns
70,2,1,2,Timberwolves
70,0,1,0,Trail Blazers
71,1,2,0.5,76ers
71,1,3,0.333333333,Bucks
71,0,2,0,Cavaliers
71,2,2,1,Celtics
71,0,2,0,Clippers
71,1,1,1,Grizzlies
71,0,1,0,Hawks
71,0,3,0,Heat
71,0,1,0,Hornets
71,0,3,0,Jazz
71,0,2,0,Kings
71,0,1,0,Knicks
71,0,2,0,Lakers
71,1,4,0.25,Mavericks
71,0,2,0,Nets
71,2,4,0.5,Nuggets
71,2,2,1,Pacers
71,0,4,0,Pelicans
71,1,2,0.5,Pistons
71,0,2,0,Rockets
71,0,3,0,Spurs
71,1,3,0.333333333,Suns
71,2,1,2,Thunder
71,1,4,0.25,Trail Blazers
71,0,1,0,Warriors
71,0,3,0,Wizards
72,1,2,0.5,76ers
72,0,2,0,Bucks
72,1,4,0.25,Bulls
72,0,1,0,Cavaliers
72,1,2,0.5,Celtics
72,2,4,0.5,Clippers
72,0,1,0,Grizzlies
72,0,3,0,Hawks
72,1,4,0.25,Heat
72,3,3,1,Hornets
72,0,3,0,Jazz
72,0,2,0,Kings
72,0,1,0,Knicks
72,0,2,0,Lakers
72,0,2,0,Magic
72,2,3,0.666666667,Mavericks
72,0,2,0,Nets
72,0,2,0,Nuggets
72,0,1,0,Pacers
72,2,3,0.666666667,Pelicans
72,0,2,0,Pistons
72,1,1,1,Raptors
72,1,1,1,Rockets
72,0,3,0,Spurs
72,1,3,0.333333333,Suns
72,3,2,1.5,Thunder
72,0,2,0,Timberwolves
72,0,2,0,Trail Blazers
72,3,3,1,Warriors
72,0,2,0,Wizards
73,0,1,0,76ers
73,1,1,1,Bucks
73,0,2,0,Bulls
73,2,2,1,Cavaliers
73,0,2,0,Celtics
73,1,4,0.25,Grizzlies
73,1,1,1,Hawks
73,0,1,0,Heat
73,2,2,1,Hornets
73,0,2,0,Jazz
73,0,2,0,Kings
73,1,2,0.5,Knicks
73,2,4,0.5,Lakers
73,1,1,1,Magic
73,0,2,0,Nets
73,0,2,0,Nuggets
73,0,1,0,Pacers
73,1,1,1,Pelicans
73,3,3,1,Pistons
73,1,1,1,Raptors
73,1,3,0.333333333,Rockets
73,0,2,0,Spurs
73,2,2,1,Suns
73,2,1,2,Thunder
73,0,4,0,Timberwolves
73,0,2,0,Trail Blazers
73,2,2,1,Warriors
73,1,3,0.333333333,Wizards
74,0,1,0,76ers
74,0,3,0,Bulls
74,1,3,0.333333333,Cavaliers
74,0,2,0,Celtics
74,0,2,0,Clippers
74,1,2,0.5,Grizzlies
74,0,4,0,Heat
74,4,4,1,Hornets
74,0,1,0,Jazz
74,0,1,0,Kings
74,1,2,0.5,Knicks
74,0,2,0,Lakers
74,0,2,0,Magic
74,1,2,0.5,Mavericks
74,1,1,1,Nets
74,0,1,0,Nuggets
74,0,2,0,Pacers
74,1,1,1,Pelicans
74,1,4,0.25,Pistons
74,0,4,0,Raptors
74,2,1,2,Rockets
74,1,1,1,Spurs
74,0,1,0,Suns
74,0,1,0,Thunder
74,1,4,0.25,Timberwolves
74,0,4,0,Trail Blazers
74,2,2,1,Warriors
74,1,2,0.5,Wizards
76,1,1,1,76ers
76,2,2,1,Bucks
76,2,1,2,Bulls
76,0,2,0,Celtics
76,0,1,0,Clippers
76,1,1,1,Hawks
76,2,1,2,Heat
76,0,1,0,Kings
76,0,1,0,Knicks
76,0,2,0,Magic
76,2,2,1,Nuggets
76,0,1,0,Pacers
76,0,1,0,Suns
76,1,1,1,Trail Blazers
77,0,2,0,76ers
77,1,1,1,Bucks
77,0,3,0,Bulls
77,0,2,0,Cavaliers
77,0,2,0,Celtics
77,1,2,0.5,Clippers
77,1,1,1,Grizzlies
77,0,2,0,Hawks
77,0,2,0,Heat
77,1,2,0.5,Hornets
77,0,1,0,Jazz
77,0,3,0,Kings
77,1,2,0.5,Knicks
77,0,1,0,Lakers
77,0,3,0,Magic
77,1,2,0.5,Mavericks
77,0,2,0,Nets
77,2,3,0.666666667,Nuggets
77,0,2,0,Pacers
77,1,4,0.25,Pelicans
77,0,1,0,Pistons
77,0,3,0,Raptors
77,4,4,1,Rockets
77,0,2,0,Spurs
77,4,4,1,Suns
77,3,3,1,Thunder
77,0,2,0,Timberwolves
77,2,3,0.666666667,Trail Blazers
77,3,4,0.75,Warriors
77,2,2,1,Wizards
>>>>>>> 28e21ac40dd41ae9947c3d1578de2c6472a95dca
